D31,𓂘𓍛
D31A,𓂘𓍛
D31a,𓂘𓍛
D50A,𓂭𓂭
D50a,𓂭𓂭
D50B,𓂭𓂭𓂭
D50b,𓂭𓂭𓂭
D50C,𓂭𓂭𓂭𓂭
D50c,𓂭𓂭𓂭𓂭
D50D,𓂭𓂭𓂭𓂭𓂭
D50d,𓂭𓂭𓂭𓂭𓂭
D50E,𓂭𓂭𓂭𓂭𓂭𓂭
D50e,𓂭𓂭𓂭𓂭𓂭𓂭
D50F,𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50f,𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50G,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50g,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50H,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50h,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50I,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D50i,𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭𓂭
D52A,𓋴𓂸
D52a,𓋴𓂸
D59,𓂝𓃀
D67A,𓏤𓏤
D67a,𓏤𓏤
D67B,𓏤𓏤𓏤
D67b,𓏤𓏤𓏤
D67C,𓏤𓏤𓏤𓏤
D67c,𓏤𓏤𓏤𓏤
D67D,𓏤𓏤𓏤𓏤𓏤
D67d,𓏤𓏤𓏤𓏤𓏤
D67E,𓏤𓏤𓏤𓏤𓏤𓏤
D67e,𓏤𓏤𓏤𓏤𓏤𓏤
D67F,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
D67f,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
D67G,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
D67g,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
D67H,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
D67h,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
E20A,𓃩𓎟
E20a,𓃩𓎟
F14,𓄋𓆳
F15,𓄋𓆳𓇳
F50,𓋴𓄲
F51A,𓄹𓄹𓄹
F51a,𓄹𓄹𓄹
F51B,𓄹𓄹𓄹
F51b,𓄹𓄹𓄹
G2,𓄿𓄿
G3,𓌳𓄿
G6A,𓅄𓎟
G6a,𓅄𓎟
G18,𓅓𓅓
G20A,𓅓𓂋
G20a,𓅓𓂋
G43A,𓅱𓏏
G43a,𓅱𓏏
G44,𓅱𓅱
G45,𓅱𓂝
G45A,𓂞𓅱
G45a,𓂞𓅱
G46,𓌳𓅱
I11,𓆓𓆓
I11A,𓆓𓏏𓈀
I11a,𓆓𓏏𓈀
L2A,𓇓𓏏𓆤𓏏
L2a,𓇓𓏏𓆤𓏏
M1A,𓆭𓆱
M1a,𓆭𓆱
M3A,𓅓𓆱
M3a,𓅓𓆱
M7,𓆴𓊪
M14,𓇅𓆓
M15A,𓇇𓊖
M15a,𓇇𓊖
M16A,𓇉𓊖
M16a,𓇉𓊖
M27,𓇗𓂝
M28,𓇗𓎆
N7,𓇳𓌨
N19,𓈀𓈀
O1A,𓉐𓋹
O1a,𓉐𓋹
O2,𓉐𓌉
O3,𓉐𓊤𓏐𓏊
O8,𓉗𓉻𓏏
O10A,𓉗𓋹
O10a,𓉗𓋹
O10B,𓉗𓆤
O10b,𓉗𓆤
O10C,𓉬𓁷
O10c,𓉬𓁷
O12,𓂝𓉥
O30A,𓉽𓉽𓉽𓉽
O30a,𓉽𓉽𓉽𓉽
P7,𓊢𓂝
P9,𓊤𓆑
S13,𓋞𓃀
S14,𓌉𓋞
S14A,𓌁𓋞
S14a,𓌁𓋞
S14B,𓌁𓋞
S14b,𓌁𓋞
S30,𓋴𓆑
S31,𓋴𓌳
T3A,𓌉𓈋
T3a,𓌉𓈋
T6,𓌉𓆓𓆓
U3,𓌳𓁹
U4,𓌳𓐙
U5,𓌳𓐙
U11,𓋾𓌽
U35,𓍙𓆑
V1A,𓍢𓍢
V1a,𓍢𓍢
V1B,𓍢𓍢𓍢
V1b,𓍢𓍢𓍢
V1C,𓍢𓍢𓍢𓍢
V1c,𓍢𓍢𓍢𓍢
V1D,𓍢𓍢𓍢𓍢𓍢
V1d,𓍢𓍢𓍢𓍢𓍢
V1E,𓍢𓍢𓍢𓍢𓍢𓍢
V1e,𓍢𓍢𓍢𓍢𓍢𓍢
V1F,𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1f,𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1G,𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1g,𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1H,𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1h,𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢𓍢
V1I,𓍢𓍢𓍢𓍢𓍢
V1i,𓍢𓍢𓍢𓍢𓍢
V3,𓍬𓍬𓍬
V20A,𓎆𓎆
V20a,𓎆𓎆
V20B,𓎆𓎆𓎆
V20b,𓎆𓎆𓎆
V20C,𓎆𓎆𓎆𓎆
V20c,𓎆𓎆𓎆𓎆
V20D,𓎆𓎆𓎆𓎆𓎆
V20d,𓎆𓎆𓎆𓎆𓎆
V20E,𓎆𓎆𓎆𓎆𓎆𓎆
V20e,𓎆𓎆𓎆𓎆𓎆𓎆
V20F,𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20f,𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20G,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20g,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20H,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20h,𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆𓎆
V20I,𓎆𓎆
V20i,𓎆𓎆
V20J,𓎆𓎆𓎆
V20j,𓎆𓎆𓎆
V20K,𓎆𓎆𓎆𓎆
V20k,𓎆𓎆𓎆𓎆
V20L,𓎆𓎆𓎆𓎆𓎆
V20l,𓎆𓎆𓎆𓎆𓎆
V21,𓎆𓆓
V28A,𓎛𓂝
V28a,𓎛𓂝
V29A,𓎝𓎡
V29a,𓎝𓎡
V40A,𓎆𓎆
V40a,𓎆𓎆
W5,𓌨𓎱
W14A,𓎛𓎿𓊃
W14a,𓎛𓎿𓊃
W24A,𓏌𓏌𓏌
W24a,𓏌𓏌𓏌
Z15A,𓏤𓏤
Z15a,𓏤𓏤
Z15B,𓏤𓏤𓏤
Z15b,𓏤𓏤𓏤
Z15C,𓏤𓏤𓏤𓏤
Z15c,𓏤𓏤𓏤𓏤
Z15D,𓏤𓏤𓏤𓏤𓏤
Z15d,𓏤𓏤𓏤𓏤𓏤
Z15E,𓏤𓏤𓏤𓏤𓏤𓏤
Z15e,𓏤𓏤𓏤𓏤𓏤𓏤
Z15F,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15f,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15G,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15g,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15H,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15h,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z15I,𓏤𓏤𓏤𓏤𓏤
Z15i,𓏤𓏤𓏤𓏤𓏤
Z16A,𓏤𓏤
Z16a,𓏤𓏤
Z16B,𓏤𓏤𓏤
Z16b,𓏤𓏤𓏤
Z16C,𓏤𓏤𓏤𓏤
Z16c,𓏤𓏤𓏤𓏤
Z16D,𓏤𓏤𓏤𓏤𓏤
Z16d,𓏤𓏤𓏤𓏤𓏤
Z16E,𓏤𓏤𓏤𓏤𓏤𓏤
Z16e,𓏤𓏤𓏤𓏤𓏤𓏤
Z16F,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z16f,𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z16G,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z16g,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z16H,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
Z16h,𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤𓏤
AA22,𓐣𓂝
Aa22,𓐣𓂝
Z5,𓀗
Z5A,𓀗
Z5a,𓀗
Z6,𓀏
Z7,𓅱
Z12,𓂡
Z14,𓅱
A4,𓀢
A5A,𓀄
A5a,𓀄
A6,𓃂
A6A,𓃂
A6a,𓃂
A6B,𓃂
A6b,𓃂
A14A,𓀐
A14a,𓀐
A17A,𓀔
A17a,𓀔
A24,𓂡
A32A,𓀤
A32a,𓀤
A37,𓀩
A39,𓀫
A40A,𓀭
A40a,𓀭
A42,𓀯
A42A,𓀯
A42a,𓀯
A43A,𓀲
A43a,𓀲
A44,𓀲
A45A,𓀵
A45a,𓀵
A46,𓀵
A51,𓀻
A52,𓀻
A56,𓀙
A58,𓌸
A62,𓀗
A63,𓀻
A64,𓂠
A68,𓌪
A69,𓂡
A70,𓁨
B4,𓁒
B5A,𓁔
B5a,𓁔
C2,𓁚
C2A,𓁚
C2a,𓁚
C2B,𓁚
C2b,𓁚
C2C,𓁚
C2c,𓁚
C5,𓁠
C10A,𓁦
C10a,𓁦
C13,𓁩
C15,𓁫
C20,𓁰
D6,𓁺
D8A,𓁽
D8a,𓁽
D20,𓂉
D27A,𓂑
D27a,𓂑
D29,𓂓
D34A,𓂚
D34a,𓂚
D38,𓂞
D54A,𓂻
D54a,𓂻
D62,𓃃
D63,𓃃
D64,𓊶
D67,𓏤
E8A,𓃙
E8a,𓃙
E11,𓃝
E16,𓃢
E16A,𓃢
E16a,𓃢
E19,𓃧
E28A,𓉇
E28a,𓉇
E34A,𓃹
E34a,𓃹
E38,𓃒
F1,𓃒
F6,𓄃
F8,𓄅
F11,𓄈
F13A,𓄋
F13a,𓄋
F17,𓃂
F21A,𓄔
F21a,𓄔
F24,𓄗
F31A,𓄟
F31a,𓄟
F37A,𓄦
F37a,𓄦
F38,𓄦
F38A,𓄦
F38a,𓄦
F45A,𓄰
F45a,𓄰
F46A,𓄲
F46a,𓄲
F47,𓄲
F47A,𓄲
F47a,𓄲
F48,𓄲
F49,𓄲
G7B,𓅇
G7b,𓅇
G11A,𓅌
G11a,𓅌
G12,𓅌
G20,𓅕
G24,𓅚
G26A,𓅝
G26a,𓅝
G36A,𓅨
G36a,𓅨
G37A,𓅪
G37a,𓅪
G48,𓅹
H6A,𓆄
H6a,𓆄
I5A,𓆌
I5a,𓆌
I15,𓆙
L6A,𓆩
L6a,𓆩
M6,𓆴
M10A,𓆹
M10a,𓆹
M12A,𓆼
M12a,𓆼
M12B,𓆼
M12b,𓆼
M12C,𓆼
M12c,𓆼
M12D,𓆼
M12d,𓆼
M12E,𓆼
M12e,𓆼
M12F,𓆼
M12f,𓆼
M12G,𓆼
M12g,𓆼
M12H,𓆼
M12h,𓆼
M25,𓇔
M31A,𓇝
M31a,𓇝
M32,𓇝
M33A,𓇠
M33a,𓇠
M33B,𓇠
M33b,𓇠
M37,𓇥
M40A,𓇩
M40a,𓇩
N3,𓇰
N6,𓇳
N10,𓇷
N12,𓇹
N17,𓇾
N22,𓈄
N25A,𓈉
N25a,𓈉
N33A,𓏥
N33a,𓏥
N34A,𓈔
N34a,𓈔
N37A,𓈙
N37a,𓈙
N38,𓈙
N39,𓈙
N42,𓈞
NL5A,𓈤
NL5a,𓈤
NL017A,𓈱
NL017a,𓈱
NU010A,𓈿
NU010a,𓈿
NU011A,𓉁
NU011a,𓉁
NU018A,𓉉
NU018a,𓉉
NU022A,𓉎
NU022a,𓉎
O5A,𓉕
O5a,𓉕
O6B,𓉘
O6b,𓉘
O6C,𓉘
O6c,𓉘
O6D,𓉜
O6d,𓉜
O6F,𓉜
O6f,𓉜
O7,𓉗
O14,𓉧
O17,𓉪
O19A,𓉭
O19a,𓉭
O20A,𓉯
O20a,𓉯
O25A,𓉵
O25a,𓉵
O29A,𓉻
O29a,𓉻
O43,𓊏
O46,𓊒
O48,𓊔
O50A,𓊗
O50a,𓊗
O50B,𓊗
O50b,𓊗
P3A,𓊞
P3a,𓊞
Q2,𓊨
R2,𓊯
R2A,𓊯
R2a,𓊯
R3A,𓊲
R3a,𓊲
R3B,𓊲
R3b,𓊲
R6,𓊶
R10A,𓊻
R10a,𓊻
R18,𓋄
R21,𓋇
R23,𓋉
R25,𓋋
R27,𓋋
S2,𓋑
S4,𓋔
S6,𓋖
S16,𓋣
S17,𓋣
S20,𓋨
S26B,𓋰
S26b,𓋰
S35A,𓋺
S35a,𓋺
S36,𓋺
T4,𓌉
T5,𓌉
T9A,𓌒
T9a,𓌒
T11A,𓋋
T11a,𓋋
T15,𓌙
T16A,𓌛
T16a,𓌛
T20,𓌟
T23,𓌢
T27,𓌦
T32,𓌫
T32A,𓌫
T32a,𓌫
T33,𓌫
T33A,𓌫
T33a,𓌫
T35,𓌰
U2,𓌳
U6A,𓌸
U6a,𓌸
U6B,𓌸
U6b,𓌸
U7,𓌸
U12,𓌽
U18,𓍅
U20,𓍇
U23A,𓍋
U23a,𓍋
U25,𓍍
U27,𓍏
U29,𓍑
U29A,𓍑
U29a,𓍑
U32A,𓍖
U32a,𓍖
U40,𓍞
V2A,𓍬
V2a,𓍬
V7A,𓍲
V7a,𓍲
V7B,𓍲
V7b,𓍲
V8,𓍲
V10,𓍶
V11C,𓍺
V11c,𓍺
V12A,𓍼
V12a,𓍼
V12B,𓍼
V12b,𓍼
V14,𓍿
V18,𓎃
V23,𓎔
V23A,𓎔
V23a,𓎔
V25,𓎗
V27,𓎙
V30A,𓎟
V30a,𓎟
V31A,𓎡
V31a,𓎡
V34,𓎤
V35,𓎤
V37A,𓎩
V37a,𓎩
V40,𓎆
W3A,𓎱
W3a,𓎱
W9A,𓎸
W9a,𓎸
W12,𓎼
W13,𓎼
W16,𓏁
W17A,𓏃
W17a,𓏃
W18,𓏃
W18A,𓏃
W18a,𓏃
W23,𓏊
X3,𓏐
X4A,𓏒
X4a,𓏒
X4B,𓏒
X4b,𓏒
X5,𓏒
X6A,𓏖
X6a,𓏖
X8A,𓏙
X8a,𓏙
Y1A,𓏛
Y1a,𓏛
Y2,𓏛
Y4,𓏞
Z2A,𓏥
Z2a,𓏥
Z2B,𓏥
Z2b,𓏥
Z2C,𓏥
Z2c,𓏥
Z2D,𓏥
Z2d,𓏥
Z3,𓏥
Z3A,𓏥
Z3a,𓏥
Z3B,𓏥
Z3b,𓏥
Z4A,𓏭
Z4a,𓏭
Z10,𓏴
Z15,𓏤
Z16,𓏤
AA4,𓎻
Aa4,𓎻
AA7A,𓐓
AA7a,𓐓
Aa7A,𓐓
Aa7a,𓐓
AA7B,𓐓
AA7b,𓐓
Aa7B,𓐓
Aa7b,𓐓
AA12,𓐙
Aa12,𓐙
AA14,𓐛
Aa14,𓐛
AA15,𓐛
Aa15,𓐛
AA18,𓐟
Aa18,𓐟
AA24,𓐥
Aa24,𓐥
AA29,𓐪
Aa29,𓐪
AA31,𓐬
Aa31,𓐬
A1,𓀀
A2,𓀁
A3,𓀂
A5,𓀄
A7,𓀉
A8,𓀊
A9,𓀋
A10,𓀌
A11,𓀍
A12,𓀎
A13,𓀏
A14,𓀐
A15,𓀒
A16,𓀓
A17,𓀔
A18,𓀖
A19,𓀗
A20,𓀘
A21,𓀙
A22,𓀚
A23,𓀛
A25,𓀝
A26,𓀞
A27,𓀟
A28,𓀠
A29,𓀡
A30,𓀢
A31,𓀣
A32,𓀤
A33,𓀦
A34,𓀧
A35,𓀨
A36,𓀩
A38,𓀫
A40,𓀭
A41,𓀯
A43,𓀲
A45,𓀵
A47,𓀸
A48,𓀹
A49,𓀺
A50,𓀻
A53,𓀾
A54,𓀿
A55,𓁀
A57,𓁂
A59,𓁄
A60,𓁅
A61,𓁆
A65,𓁊
A66,𓁋
A67,𓁌
B1,𓁐
B2,𓁑
B3,𓁒
B5,𓁔
B6,𓁖
B7,𓁗
B8,𓁘
B9,𓁙
C1,𓁚
C3,𓁟
C4,𓁠
C6,𓁢
C7,𓁣
C8,𓁤
C9,𓁥
C10,𓁦
C11,𓁨
C12,𓁩
C14,𓁫
C16,𓁭
C17,𓁮
C18,𓁯
C19,𓁰
C21,𓁲
C22,𓁳
C23,𓁴
C24,𓁵
D1,𓁶
D2,𓁷
D3,𓁸
D4,𓁹
D5,𓁺
D7,𓁼
D8,𓁽
D9,𓁿
D10,𓂀
D11,𓂁
D12,𓂂
D13,𓂃
D14,𓂄
D15,𓂅
D16,𓂆
D17,𓂇
D18,𓂈
D19,𓂉
D21,𓂋
D22,𓂌
D23,𓂍
D24,𓂎
D25,𓂏
D26,𓂐
D27,𓂑
D28,𓂓
D30,𓂕
D32,𓂘
D33,𓂙
D34,𓂚
D35,𓂜
D36,𓂝
D37,𓂞
D39,𓂠
D40,𓂡
D41,𓂢
D42,𓂣
D43,𓂤
D44,𓂥
D45,𓂦
D46,𓂧
D46A,𓂨
D46a,𓂨
D47,𓂩
D48,𓂪
D48A,𓂫
D48a,𓂫
D49,𓂬
D50,𓂭
D51,𓂷
D52,𓂸
D53,𓂺
D54,𓂻
D55,𓂽
D56,𓂾
D57,𓂿
D58,𓃀
D60,𓃂
D61,𓃃
D65,𓃇
D66,𓃈
E1,𓃒
E2,𓃓
E3,𓃔
E4,𓃕
E5,𓃖
E6,𓃗
E7,𓃘
E8,𓃙
E9,𓃛
E9A,𓃜
E9a,𓃜
E10,𓃝
E12,𓃟
E13,𓃠
E14,𓃡
E15,𓃢
E17,𓃥
E17A,𓃦
E17a,𓃦
E18,𓃧
E20,𓃩
E21,𓃫
E22,𓃬
E23,𓃭
E24,𓃮
E25,𓃯
E26,𓃰
E27,𓃱
E28,𓃲
E29,𓃴
E30,𓃵
E31,𓃶
E32,𓃷
E33,𓃸
E34,𓃹
E36,𓃻
E37,𓃼
F1A,𓃿
F1a,𓃿
F2,𓄀
F3,𓄁
F4,𓄂
F5,𓄃
F7,𓄅
F9,𓄇
F10,𓄈
F12,𓄊
F13,𓄋
F16,𓄏
F18,𓄑
F19,𓄒
F20,𓄓
F21,𓄔
F22,𓄖
F23,𓄗
F25,𓄙
F26,𓄚
F27,𓄛
F28,𓄜
F29,𓄝
F30,𓄞
F31,𓄟
F32,𓄡
F33,𓄢
F34,𓄣
F35,𓄤
F36,𓄥
F37,𓄦
F39,𓄪
F40,𓄫
F41,𓄬
F42,𓄭
F43,𓄮
F44,𓄯
F45,𓄰
F46,𓄲
F51,𓄹
F51C,𓄼
F51c,𓄼
F52,𓄽
F53,𓄾
G1,𓄿
G4,𓅂
G5,𓅃
G6,𓅄
G7,𓅆
G7A,𓅇
G7a,𓅇
G8,𓅉
G9,𓅊
G10,𓅋
G11,𓅌
G13,𓅏
G14,𓅐
G15,𓅑
G16,𓅒
G17,𓅓
G19,𓅕
G21,𓅘
G22,𓅙
G23,𓅚
G25,𓅜
G26,𓅝
G27,𓅟
G28,𓅠
G29,𓅡
G30,𓅢
G31,𓅣
G32,𓅤
G33,𓅥
G34,𓅦
G35,𓅧
G36,𓅨
G37,𓅪
G38,𓅬
G39,𓅭
G40,𓅮
G41,𓅯
G42,𓅰
G43,𓅱
G47,𓅷
G49,𓅹
G50,𓅺
G51,𓅻
G52,𓅼
G53,𓅽
G54,𓅾
H1,𓅿
H2,𓆀
H3,𓆁
H4,𓆂
H5,𓆃
H6,𓆄
H7,𓆆
H8,𓆇
I1,𓆈
I2,𓆉
I3,𓆊
I4,𓆋
I5,𓆌
I6,𓆎
I7,𓆏
I8,𓆐
I9,𓆑
I9A,𓆒
I9a,𓆒
I10,𓆓
I10A,𓆔
I10a,𓆔
I12,𓆗
I13,𓆘
I14,𓆙
K1,𓆛
K2,𓆜
K3,𓆝
K4,𓆞
K5,𓆟
K6,𓆠
K7,𓆡
K8,𓆢
L1,𓆣
L2,𓆤
L3,𓆦
L4,𓆧
L5,𓆨
L6,𓆩
L7,𓆫
L8,𓆬
M1,𓆭
M1B,𓆯
M1b,𓆯
M2,𓆰
M3,𓆱
M4,𓆳
M5,𓆴
M8,𓆷
M9,𓆸
M10,𓆹
M11,𓆻
M12,𓆼
M13,𓇅
M15,𓇇
M16,𓇉
M17,𓇋
M17A,𓇌
M17a,𓇌
M18,𓇍
M19,𓇎
M20,𓇏
M21,𓇐
M22,𓇑
M22A,𓇒
M22a,𓇒
M23,𓇓
M24,𓇔
M24A,𓇕
M24a,𓇕
M26,𓇗
M28A,𓇚
M28a,𓇚
M29,𓇛
M30,𓇜
M31,𓇝
M33,𓇠
M34,𓇣
M35,𓇤
